period,year,quarter,county,fuel_type,sales
2022-Q3,2022,3,Santa Clara,PHEV,678
2022-Q3,2022,3,Santa Cruz,Electric,312
2022-Q3,2022,3,Santa Cruz,PHEV,48
2022-Q3,2022,3,Shasta,Electric,76
2022-Q3,2022,3,Shasta,PHEV,22
2022-Q3,2022,3,Sierra,Electric,2
2022-Q3,2022,3,Siskiyou,Electric,12
2022-Q3,2022,3,Siskiyou,PHEV,5
2022-Q3,2022,3,Solano,Electric,498
2022-Q3,2022,3,Solano,Hydrogen,2
2022-Q3,2022,3,Solano,PHEV,96
2022-Q3,2022,3,Sonoma,Electric,596
2022-Q3,2022,3,Sonoma,Hydrogen,1
2022-Q3,2022,3,Sonoma,PHEV,118
2022-Q3,2022,3,Stanislaus,Electric,298
2022-Q3,2022,3,Stanislaus,Hydrogen,1
2022-Q3,2022,3,Stanislaus,PHEV,56
2022-Q3,2022,3,Sutter,Electric,55
2022-Q3,2022,3,Sutter,PHEV,12
2022-Q3,2022,3,Tehama,Electric,12
2022-Q3,2022,3,Tehama,PHEV,4
2022-Q3,2022,3,Trinity,PHEV,1
2022-Q3,2022,3,Tulare,Electric,135
2022-Q3,2022,3,Tulare,PHEV,51
2022-Q3,2022,3,Tuolumne,Electric,20
2022-Q3,2022,3,Tuolumne,PHEV,11
2022-Q3,2022,3,Ventura,Electric,1432
2022-Q3,2022,3,Ventura,Hydrogen,5
2022-Q3,2022,3,Ventura,PHEV,241
2022-Q3,2022,3,Yolo,Electric,230
2022-Q3,2022,3,Yolo,PHEV,47
2022-Q3,2022,3,Yuba,Electric,41
2022-Q3,2022,3,Yuba,PHEV,6
2022-Q4,2022,4,Alameda,Electric,4731
2022-Q4,2022,4,Alameda,Hydrogen,30
2022-Q4,2022,4,Alameda,PHEV,625
2022-Q4,2022,4,Alpine,Electric,2
2022-Q4,2022,4,Alpine,PHEV,1
2022-Q4,2022,4,Amador,Electric,16
2022-Q4,2022,4,Amador,PHEV,2
2022-Q4,2022,4,Butte,Electric,97
2022-Q4,2022,4,Butte,PHEV,24
2022-Q4,2022,4,Calaveras,Electric,21
2022-Q4,2022,4,Calaveras,PHEV,5
2022-Q4,2022,4,Colusa,Electric,8
2022-Q4,2022,4,Colusa,PHEV,1
2022-Q4,2022,4,Contra Costa,Electric,3017
2022-Q4,2022,4,Contra Costa,Hydrogen,10
2022-Q4,2022,4,Contra Costa,PHEV,441
2022-Q4,2022,4,Del Norte,PHEV,4
2022-Q4,2022,4,El Dorado,Electric,303
2022-Q4,2022,4,El Dorado,PHEV,48
2022-Q4,2022,4,Fresno,Electric,650
2022-Q4,2022,4,Fresno,PHEV,150
2022-Q4,2022,4,Glenn,Electric,6
2022-Q4,2022,4,Glenn,PHEV,1
2022-Q4,2022,4,Humboldt,Electric,68
2022-Q4,2022,4,Humboldt,PHEV,24
2022-Q4,2022,4,Imperial,Electric,45
2022-Q4,2022,4,Imperial,PHEV,23
2022-Q4,2022,4,Inyo,Electric,11
2022-Q4,2022,4,Inyo,PHEV,6
2022-Q4,2022,4,Kern,Electric,486
2022-Q4,2022,4,Kern,Hydrogen,3
2022-Q4,2022,4,Kern,PHEV,106
2022-Q4,2022,4,Kings,Electric,45
2022-Q4,2022,4,Kings,PHEV,13
2022-Q4,2022,4,Lake,Electric,21
2022-Q4,2022,4,Lake,PHEV,6
2022-Q4,2022,4,Lassen,Electric,4
2022-Q4,2022,4,Lassen,PHEV,1
2022-Q4,2022,4,Los Angeles,Electric,22168
2022-Q4,2022,4,Los Angeles,Hydrogen,171
2022-Q4,2022,4,Los Angeles,PHEV,3117
2022-Q4,2022,4,Madera,Electric,76
2022-Q4,2022,4,Madera,PHEV,21
2022-Q4,2022,4,Marin,Electric,913
2022-Q4,2022,4,Marin,Hydrogen,6
2022-Q4,2022,4,Marin,PHEV,154
2022-Q4,2022,4,Mariposa,Electric,14
2022-Q4,2022,4,Mariposa,PHEV,1
2022-Q4,2022,4,Mendocino,Electric,47
2022-Q4,2022,4,Mendocino,PHEV,16
2022-Q4,2022,4,Merced,Electric,121
2022-Q4,2022,4,Merced,PHEV,22
2022-Q4,2022,4,Modoc,PHEV,1
2022-Q4,2022,4,Mono,Electric,12
2022-Q4,2022,4,Mono,PHEV,5
2022-Q4,2022,4,Monterey,Electric,380
2022-Q4,2022,4,Monterey,PHEV,82
2022-Q4,2022,4,Napa,Electric,354
2022-Q4,2022,4,Napa,PHEV,44
2022-Q4,2022,4,Nevada,Electric,120
2022-Q4,2022,4,Nevada,PHEV,19
2022-Q4,2022,4,Orange,Electric,9876
2022-Q4,2022,4,Orange,Hydrogen,122
2022-Q4,2022,4,Orange,PHEV,1323
2022-Q4,2022,4,Out Of State,Electric,327
2022-Q4,2022,4,Out Of State,Hydrogen,3
2022-Q4,2022,4,Out Of State,PHEV,301
2022-Q4,2022,4,Placer,Electric,916
2022-Q4,2022,4,Placer,Hydrogen,1
2022-Q4,2022,4,Placer,PHEV,122
2022-Q4,2022,4,Plumas,Electric,4
2022-Q4,2022,4,Plumas,PHEV,2
2022-Q4,2022,4,Riverside,Electric,3264
2022-Q4,2022,4,Riverside,Hydrogen,18
2022-Q4,2022,4,Riverside,PHEV,534
2022-Q4,2022,4,Sacramento,Electric,2548
2022-Q4,2022,4,Sacramento,Hydrogen,27
2022-Q4,2022,4,Sacramento,PHEV,274
2022-Q4,2022,4,San Benito,Electric,97
2022-Q4,2022,4,San Benito,PHEV,8
2022-Q4,2022,4,San Bernardino,Electric,2793
2022-Q4,2022,4,San Bernardino,Hydrogen,15
2022-Q4,2022,4,San Bernardino,PHEV,442
2022-Q4,2022,4,San Diego,Electric,6680
2022-Q4,2022,4,San Diego,Hydrogen,20
2022-Q4,2022,4,San Diego,PHEV,1088
2022-Q4,2022,4,San Francisco,Electric,1822
2022-Q4,2022,4,San Francisco,Hydrogen,11
2022-Q4,2022,4,San Francisco,PHEV,301
2022-Q4,2022,4,San Joaquin,Electric,1137
2022-Q4,2022,4,San Joaquin,Hydrogen,3
2022-Q4,2022,4,San Joaquin,PHEV,120
2022-Q4,2022,4,San Luis Obispo,Electric,394
2022-Q4,2022,4,San Luis Obispo,PHEV,81
2022-Q4,2022,4,San Mateo,Electric,3338
2022-Q4,2022,4,San Mateo,Hydrogen,6
2022-Q4,2022,4,San Mateo,PHEV,375
2022-Q4,2022,4,Santa Barbara,Electric,561
2022-Q4,2022,4,Santa Barbara,PHEV,109
2022-Q4,2022,4,Santa Clara,Electric,7184
2022-Q4,2022,4,Santa Clara,Hydrogen,60
2022-Q4,2022,4,Santa Clara,PHEV,875
2022-Q4,2022,4,Santa Cruz,Electric,407
2022-Q4,2022,4,Santa Cruz,Hydrogen,2
2022-Q4,2022,4,Santa Cruz,PHEV,66
2022-Q4,2022,4,Shasta,Electric,81
2022-Q4,2022,4,Shasta,PHEV,30
2022-Q4,2022,4,Siskiyou,Electric,14
2022-Q4,2022,4,Siskiyou,PHEV,6
2022-Q4,2022,4,Solano,Electric,562
2022-Q4,2022,4,Solano,Hydrogen,2
2022-Q4,2022,4,Solano,PHEV,84
2022-Q4,2022,4,Sonoma,Electric,788
2022-Q4,2022,4,Sonoma,PHEV,166
2022-Q4,2022,4,Stanislaus,Electric,345
2022-Q4,2022,4,Stanislaus,PHEV,52
2022-Q4,2022,4,Sutter,Electric,69
2022-Q4,2022,4,Sutter,PHEV,15
2022-Q4,2022,4,Tehama,Electric,22
2022-Q4,2022,4,Tehama,PHEV,5
2022-Q4,2022,4,Trinity,Electric,1
2022-Q4,2022,4,Trinity,PHEV,1
2022-Q4,2022,4,Tulare,Electric,148
2022-Q4,2022,4,Tulare,PHEV,50
2022-Q4,2022,4,Tuolumne,Electric,25
2022-Q4,2022,4,Tuolumne,PHEV,9
2022-Q4,2022,4,Ventura,Electric,1598
2022-Q4,2022,4,Ventura,Hydrogen,7
2022-Q4,2022,4,Ventura,PHEV,237
2022-Q4,2022,4,Yolo,Electric,293
2022-Q4,2022,4,Yolo,Hydrogen,3
2022-Q4,2022,4,Yolo,PHEV,56
2022-Q4,2022,4,Yuba,Electric,44
2022-Q4,2022,4,Yuba,Hydrogen,1
2022-Q4,2022,4,Yuba,PHEV,10
2023-Q1,2023,1,Alameda,Electric,6425
2023-Q1,2023,1,Alameda,Hydrogen,41
2023-Q1,2023,1,Alameda,PHEV,488
2023-Q1,2023,1,Alpine,Electric,3
2023-Q1,2023,1,Alpine,PHEV,1
2023-Q1,2023,1,Amador,Electric,22
2023-Q1,2023,1,Amador,PHEV,6
2023-Q1,2023,1,Butte,Electric,110
2023-Q1,2023,1,Butte,PHEV,29
2023-Q1,2023,1,Calaveras,Electric,30
2023-Q1,2023,1,Calaveras,PHEV,12
2023-Q1,2023,1,Colusa,Electric,4
2023-Q1,2023,1,Contra Costa,Electric,3113
2023-Q1,2023,1,Contra Costa,Hydrogen,24
2023-Q1,2023,1,Contra Costa,PHEV,394
2023-Q1,2023,1,Del Norte,Electric,5
2023-Q1,2023,1,Del Norte,PHEV,1
2023-Q1,2023,1,El Dorado,Electric,264
2023-Q1,2023,1,El Dorado,PHEV,49
2023-Q1,2023,1,Fresno,Electric,633
2023-Q1,2023,1,Fresno,Hydrogen,1
2023-Q1,2023,1,Fresno,PHEV,140
2023-Q1,2023,1,Glenn,Electric,7
2023-Q1,2023,1,Glenn,PHEV,3
2023-Q1,2023,1,Humboldt,Electric,56
2023-Q1,2023,1,Humboldt,PHEV,39
2023-Q1,2023,1,Imperial,Electric,59
2023-Q1,2023,1,Imperial,PHEV,31
2023-Q1,2023,1,Inyo,Electric,5
2023-Q1,2023,1,Inyo,PHEV,4
2023-Q1,2023,1,Kern,Electric,470
2023-Q1,2023,1,Kern,Hydrogen,1
2023-Q1,2023,1,Kern,PHEV,152
2023-Q1,2023,1,Kings,Electric,41
2023-Q1,2023,1,Kings,PHEV,14
2023-Q1,2023,1,Lake,Electric,23
2023-Q1,2023,1,Lake,PHEV,5
2023-Q1,2023,1,Lassen,Electric,2
2023-Q1,2023,1,Lassen,PHEV,2
2023-Q1,2023,1,Los Angeles,Electric,22654
2023-Q1,2023,1,Los Angeles,Hydrogen,282
2023-Q1,2023,1,Los Angeles,PHEV,5653
2023-Q1,2023,1,Madera,Electric,66
2023-Q1,2023,1,Madera,PHEV,14
2023-Q1,2023,1,Marin,Electric,838
2023-Q1,2023,1,Marin,Hydrogen,6
2023-Q1,2023,1,Marin,PHEV,190
2023-Q1,2023,1,Mariposa,Electric,5
2023-Q1,2023,1,Mariposa,PHEV,4
2023-Q1,2023,1,Mendocino,Electric,49
2023-Q1,2023,1,Mendocino,PHEV,11
2023-Q1,2023,1,Merced,Electric,102
2023-Q1,2023,1,Merced,PHEV,29
2023-Q1,2023,1,Modoc,Electric,1
2023-Q1,2023,1,Mono,Electric,8
2023-Q1,2023,1,Mono,PHEV,6
2023-Q1,2023,1,Monterey,Electric,401
2023-Q1,2023,1,Monterey,PHEV,69
2023-Q1,2023,1,Napa,Electric,254
2023-Q1,2023,1,Napa,PHEV,44
2023-Q1,2023,1,Nevada,Electric,87
2023-Q1,2023,1,Nevada,PHEV,20
2023-Q1,2023,1,Orange,Electric,10556
2023-Q1,2023,1,Orange,Hydrogen,116
2023-Q1,2023,1,Orange,PHEV,1406
2023-Q1,2023,1,Out Of State,Electric,731
2023-Q1,2023,1,Out Of State,PHEV,272
2023-Q1,2023,1,Placer,Electric,729
2023-Q1,2023,1,Placer,Hydrogen,4
2023-Q1,2023,1,Placer,PHEV,130
2023-Q1,2023,1,Plumas,Electric,4
2023-Q1,2023,1,Plumas,PHEV,1
2023-Q1,2023,1,Riverside,Electric,3031
2023-Q1,2023,1,Riverside,Hydrogen,46
2023-Q1,2023,1,Riverside,PHEV,647
2023-Q1,2023,1,Sacramento,Electric,2165
2023-Q1,2023,1,Sacramento,Hydrogen,21
2023-Q1,2023,1,Sacramento,PHEV,283
2023-Q1,2023,1,San Benito,Electric,62
2023-Q1,2023,1,San Benito,PHEV,6
2023-Q1,2023,1,San Bernardino,Electric,2418
2023-Q1,2023,1,San Bernardino,Hydrogen,25
2023-Q1,2023,1,San Bernardino,PHEV,502
2023-Q1,2023,1,San Diego,Electric,7478
2023-Q1,2023,1,San Diego,Hydrogen,64
2023-Q1,2023,1,San Diego,PHEV,1282
2023-Q1,2023,1,San Francisco,Electric,1832
2023-Q1,2023,1,San Francisco,Hydrogen,23
2023-Q1,2023,1,San Francisco,PHEV,288
2023-Q1,2023,1,San Joaquin,Electric,1297
2023-Q1,2023,1,San Joaquin,Hydrogen,5
2023-Q1,2023,1,San Joaquin,PHEV,100
2023-Q1,2023,1,San Luis Obispo,Electric,404
2023-Q1,2023,1,San Luis Obispo,PHEV,91
2023-Q1,2023,1,San Mateo,Electric,4005
2023-Q1,2023,1,San Mateo,Hydrogen,12
2023-Q1,2023,1,San Mateo,PHEV,543
2023-Q1,2023,1,Santa Barbara,Electric,536
2023-Q1,2023,1,Santa Barbara,Hydrogen,3
2023-Q1,2023,1,Santa Barbara,PHEV,129
2023-Q1,2023,1,Santa Clara,Electric,8591
2023-Q1,2023,1,Santa Clara,Hydrogen,100
2023-Q1,2023,1,Santa Clara,PHEV,764
2023-Q1,2023,1,Santa Cruz,Electric,392
2023-Q1,2023,1,Santa Cruz,PHEV,81
2023-Q1,2023,1,Shasta,Electric,81
2023-Q1,2023,1,Shasta,Hydrogen,1
2023-Q1,2023,1,Shasta,PHEV,27
2023-Q1,2023,1,Siskiyou,Electric,8
2023-Q1,2023,1,Siskiyou,PHEV,4
2023-Q1,2023,1,Solano,Electric,542
2023-Q1,2023,1,Solano,Hydrogen,4
2023-Q1,2023,1,Solano,PHEV,82
2023-Q1,2023,1,Sonoma,Electric,758
2023-Q1,2023,1,Sonoma,PHEV,117
2023-Q1,2023,1,Stanislaus,Electric,325
2023-Q1,2023,1,Stanislaus,PHEV,60
2023-Q1,2023,1,Sutter,Electric,56
2023-Q1,2023,1,Sutter,PHEV,10
2023-Q1,2023,1,Tehama,Electric,13
2023-Q1,2023,1,Tehama,PHEV,3
2023-Q1,2023,1,Trinity,Electric,4
2023-Q1,2023,1,Trinity,PHEV,1
2023-Q1,2023,1,Tulare,Electric,130
2023-Q1,2023,1,Tulare,PHEV,41
2023-Q1,2023,1,Tuolumne,Electric,37
2023-Q1,2023,1,Tuolumne,PHEV,8
2023-Q1,2023,1,Ventura,Electric,1543
2023-Q1,2023,1,Ventura,Hydrogen,9
2023-Q1,2023,1,Ventura,PHEV,339
2023-Q1,2023,1,Yolo,Electric,311
2023-Q1,2023,1,Yolo,Hydrogen,2
2023-Q1,2023,1,Yolo,PHEV,50
2023-Q1,2023,1,Yuba,Electric,35
2023-Q1,2023,1,Yuba,PHEV,7
2023-Q2,2023,2,Alameda,Electric,6010
2023-Q2,2023,2,Alameda,Hydrogen,35
2023-Q2,2023,2,Alameda,PHEV,517
2023-Q2,2023,2,Amador,Electric,26
2023-Q2,2023,2,Amador,PHEV,5
2023-Q2,2023,2,Butte,Electric,119
2023-Q2,2023,2,Butte,PHEV,32
2023-Q2,2023,2,Calaveras,Electric,28
2023-Q2,2023,2,Calaveras,PHEV,9
2023-Q2,2023,2,Colusa,Electric,7
2023-Q2,2023,2,Colusa,PHEV,1
2023-Q2,2023,2,Contra Costa,Electric,3809
2023-Q2,2023,2,Contra Costa,Hydrogen,24
2023-Q2,2023,2,Contra Costa,PHEV,398
2023-Q2,2023,2,Del Norte,Electric,8
2023-Q2,2023,2,Del Norte,PHEV,3
2023-Q2,2023,2,El Dorado,Electric,346
2023-Q2,2023,2,El Dorado,PHEV,53
2023-Q2,2023,2,Fresno,Electric,920
2023-Q2,2023,2,Fresno,Hydrogen,1
2023-Q2,2023,2,Fresno,PHEV,160
2023-Q2,2023,2,Glenn,Electric,6
2023-Q2,2023,2,Glenn,PHEV,2
2023-Q2,2023,2,Humboldt,Electric,73
2023-Q2,2023,2,Humboldt,PHEV,23
2023-Q2,2023,2,Imperial,Electric,60
2023-Q2,2023,2,Imperial,PHEV,43
2023-Q2,2023,2,Inyo,Electric,10
2023-Q2,2023,2,Inyo,PHEV,2
2023-Q2,2023,2,Kern,Electric,603
2023-Q2,2023,2,Kern,Hydrogen,2
2023-Q2,2023,2,Kern,PHEV,158
2023-Q2,2023,2,Kings,Electric,76
2023-Q2,2023,2,Kings,PHEV,14
2023-Q2,2023,2,Lake,Electric,34
2023-Q2,2023,2,Lake,PHEV,6
2023-Q2,2023,2,Lassen,Electric,1
2023-Q2,2023,2,Lassen,PHEV,5
2023-Q2,2023,2,Los Angeles,Electric,26985
2023-Q2,2023,2,Los Angeles,Hydrogen,392
2023-Q2,2023,2,Los Angeles,PHEV,5751
2023-Q2,2023,2,Madera,Electric,108
2023-Q2,2023,2,Madera,PHEV,14
2023-Q2,2023,2,Marin,Electric,986
2023-Q2,2023,2,Marin,Hydrogen,3
2023-Q2,2023,2,Marin,PHEV,168
2023-Q2,2023,2,Mariposa,Electric,5
2023-Q2,2023,2,Mariposa,PHEV,3
2023-Q2,2023,2,Mendocino,Electric,59
2023-Q2,2023,2,Mendocino,PHEV,18
2023-Q2,2023,2,Merced,Electric,182
2023-Q2,2023,2,Merced,PHEV,35
2023-Q2,2023,2,Mono,Electric,7
2023-Q2,2023,2,Mono,PHEV,9
2023-Q2,2023,2,Monterey,Electric,441
2023-Q2,2023,2,Monterey,PHEV,84
2023-Q2,2023,2,Napa,Electric,292
2023-Q2,2023,2,Napa,Hydrogen,1
2023-Q2,2023,2,Napa,PHEV,39
2023-Q2,2023,2,Nevada,Electric,108
2023-Q2,2023,2,Nevada,Hydrogen,1
2023-Q2,2023,2,Nevada,PHEV,22
2023-Q2,2023,2,Orange,Electric,13755
2023-Q2,2023,2,Orange,Hydrogen,196
2023-Q2,2023,2,Orange,PHEV,1532
2023-Q2,2023,2,Out Of State,Electric,1016
2023-Q2,2023,2,Out Of State,Hydrogen,2
2023-Q2,2023,2,Out Of State,PHEV,482
2023-Q2,2023,2,Placer,Electric,1079
2023-Q2,2023,2,Placer,Hydrogen,7
2023-Q2,2023,2,Placer,PHEV,163
2023-Q2,2023,2,Plumas,Electric,5
2023-Q2,2023,2,Plumas,PHEV,2
2023-Q2,2023,2,Riverside,Electric,4944
2023-Q2,2023,2,Riverside,Hydrogen,51
2023-Q2,2023,2,Riverside,PHEV,689
2023-Q2,2023,2,Sacramento,Electric,3189
2023-Q2,2023,2,Sacramento,Hydrogen,23
2023-Q2,2023,2,Sacramento,PHEV,320
2023-Q2,2023,2,San Benito,Electric,115
2023-Q2,2023,2,San Benito,PHEV,16
2023-Q2,2023,2,San Bernardino,Electric,4102
2023-Q2,2023,2,San Bernardino,Hydrogen,35
2023-Q2,2023,2,San Bernardino,PHEV,572
2023-Q2,2023,2,San Diego,Electric,9399
2023-Q2,2023,2,San Diego,Hydrogen,49
2023-Q2,2023,2,San Diego,PHEV,1275
2023-Q2,2023,2,San Francisco,Electric,2833
2023-Q2,2023,2,San Francisco,Hydrogen,10
2023-Q2,2023,2,San Francisco,PHEV,303
2023-Q2,2023,2,San Joaquin,Electric,1798
2023-Q2,2023,2,San Joaquin,Hydrogen,7
2023-Q2,2023,2,San Joaquin,PHEV,121
2023-Q2,2023,2,San Luis Obispo,Electric,407
2023-Q2,2023,2,San Luis Obispo,PHEV,97
2023-Q2,2023,2,San Mateo,Electric,3556
2023-Q2,2023,2,San Mateo,Hydrogen,10
2023-Q2,2023,2,San Mateo,PHEV,355
2023-Q2,2023,2,Santa Barbara,Electric,594
2023-Q2,2023,2,Santa Barbara,Hydrogen,5
2023-Q2,2023,2,Santa Barbara,PHEV,148
2023-Q2,2023,2,Santa Clara,Electric,9386
2023-Q2,2023,2,Santa Clara,Hydrogen,93
2023-Q2,2023,2,Santa Clara,PHEV,711
2023-Q2,2023,2,Santa Cruz,Electric,438
2023-Q2,2023,2,Santa Cruz,PHEV,57
2023-Q2,2023,2,Shasta,Electric,87
2023-Q2,2023,2,Shasta,PHEV,20
2023-Q2,2023,2,Sierra,PHEV,1
2023-Q2,2023,2,Siskiyou,Electric,11
2023-Q2,2023,2,Siskiyou,PHEV,8
2023-Q2,2023,2,Solano,Electric,872
2023-Q2,2023,2,Solano,Hydrogen,4
2023-Q2,2023,2,Solano,PHEV,104
2023-Q2,2023,2,Sonoma,Electric,945
2023-Q2,2023,2,Sonoma,Hydrogen,1
2023-Q2,2023,2,Sonoma,PHEV,134
2023-Q2,2023,2,Stanislaus,Electric,455
2023-Q2,2023,2,Stanislaus,PHEV,76
2023-Q2,2023,2,Sutter,Electric,67
2023-Q2,2023,2,Sutter,PHEV,14
2023-Q2,2023,2,Tehama,Electric,20
2023-Q2,2023,2,Tehama,PHEV,8
2023-Q2,2023,2,Trinity,Electric,3
2023-Q2,2023,2,Tulare,Electric,202
2023-Q2,2023,2,Tulare,Hydrogen,1
2023-Q2,2023,2,Tulare,PHEV,55
2023-Q2,2023,2,Tuolumne,Electric,31
2023-Q2,2023,2,Tuolumne,PHEV,8
2023-Q2,2023,2,Ventura,Electric,2297
2023-Q2,2023,2,Ventura,Hydrogen,15
2023-Q2,2023,2,Ventura,PHEV,298
2023-Q2,2023,2,Yolo,Electric,407
2023-Q2,2023,2,Yolo,Hydrogen,4
2023-Q2,2023,2,Yolo,PHEV,60
2023-Q2,2023,2,Yuba,Electric,45
2023-Q2,2023,2,Yuba,PHEV,12
2023-Q3,2023,3,Alameda,Electric,5958
2023-Q3,2023,3,Alameda,Hydrogen,42
2023-Q3,2023,3,Alameda,PHEV,627
2023-Q3,2023,3,Alpine,Electric,2
2023-Q3,2023,3,Amador,Electric,18
2023-Q3,2023,3,Amador,PHEV,5
2023-Q3,2023,3,Butte,Electric,116
2023-Q3,2023,3,Butte,PHEV,30
2023-Q3,2023,3,Calaveras,Electric,35
2023-Q3,2023,3,Calaveras,PHEV,10
2023-Q3,2023,3,Colusa,Electric,10
2023-Q3,2023,3,Colusa,PHEV,1
2023-Q3,2023,3,Contra Costa,Electric,3430
2023-Q3,2023,3,Contra Costa,Hydrogen,24
2023-Q3,2023,3,Contra Costa,PHEV,450
2023-Q3,2023,3,Del Norte,Electric,4
2023-Q3,2023,3,Del Norte,PHEV,4
2023-Q3,2023,3,El Dorado,Electric,322
2023-Q3,2023,3,El Dorado,PHEV,56
2023-Q3,2023,3,Fresno,Electric,1020
2023-Q3,2023,3,Fresno,Hydrogen,2
2023-Q3,2023,3,Fresno,PHEV,151
2023-Q3,2023,3,Glenn,Electric,8
2023-Q3,2023,3,Glenn,PHEV,4
2023-Q3,2023,3,Humboldt,Electric,67
2023-Q3,2023,3,Humboldt,PHEV,20
2023-Q3,2023,3,Imperial,Electric,92
2023-Q3,2023,3,Imperial,PHEV,38
2023-Q3,2023,3,Inyo,Electric,13
2023-Q3,2023,3,Inyo,PHEV,6
2023-Q3,2023,3,Kern,Electric,630
2023-Q3,2023,3,Kern,Hydrogen,3
2023-Q3,2023,3,Kern,PHEV,178
2023-Q3,2023,3,Kings,Electric,69
2023-Q3,2023,3,Kings,PHEV,17
2023-Q3,2023,3,Lake,Electric,34
2023-Q3,2023,3,Lake,PHEV,3
2023-Q3,2023,3,Lassen,Electric,1
2023-Q3,2023,3,Lassen,PHEV,2
2023-Q3,2023,3,Los Angeles,Electric,27668
2023-Q3,2023,3,Los Angeles,Hydrogen,597
2023-Q3,2023,3,Los Angeles,PHEV,5243
2023-Q3,2023,3,Madera,Electric,125
2023-Q3,2023,3,Madera,PHEV,30
2023-Q3,2023,3,Marin,Electric,932
2023-Q3,2023,3,Marin,Hydrogen,1
2023-Q3,2023,3,Marin,PHEV,168
2023-Q3,2023,3,Mariposa,Electric,13
2023-Q3,2023,3,Mariposa,PHEV,2
2023-Q3,2023,3,Mendocino,Electric,63
2023-Q3,2023,3,Mendocino,PHEV,13
2023-Q3,2023,3,Merced,Electric,191
2023-Q3,2023,3,Merced,PHEV,27
2023-Q3,2023,3,Mono,Electric,4
2023-Q3,2023,3,Mono,PHEV,6
2023-Q3,2023,3,Monterey,Electric,485
2023-Q3,2023,3,Monterey,Hydrogen,1
2023-Q3,2023,3,Monterey,PHEV,101
2023-Q3,2023,3,Napa,Electric,256
2023-Q3,2023,3,Napa,PHEV,50
2023-Q3,2023,3,Nevada,Electric,120
2023-Q3,2023,3,Nevada,PHEV,25
2023-Q3,2023,3,Orange,Electric,12559
2023-Q3,2023,3,Orange,Hydrogen,210
2023-Q3,2023,3,Orange,PHEV,1601
2023-Q3,2023,3,Out Of State,Electric,716
2023-Q3,2023,3,Out Of State,Hydrogen,1
2023-Q3,2023,3,Out Of State,PHEV,2029
2023-Q3,2023,3,Placer,Electric,1106
2023-Q3,2023,3,Placer,Hydrogen,4
2023-Q3,2023,3,Placer,PHEV,182
2023-Q3,2023,3,Plumas,Electric,9
2023-Q3,2023,3,Plumas,PHEV,2
2023-Q3,2023,3,Riverside,Electric,4618
2023-Q3,2023,3,Riverside,Hydrogen,42
2023-Q3,2023,3,Riverside,PHEV,791
2023-Q3,2023,3,Sacramento,Electric,2965
2023-Q3,2023,3,Sacramento,Hydrogen,15
2023-Q3,2023,3,Sacramento,PHEV,377
2023-Q3,2023,3,San Benito,Electric,105
2023-Q3,2023,3,San Benito,PHEV,12
2023-Q3,2023,3,San Bernardino,Electric,3779
2023-Q3,2023,3,San Bernardino,Hydrogen,27
2023-Q3,2023,3,San Bernardino,PHEV,582
2023-Q3,2023,3,San Diego,Electric,8447
2023-Q3,2023,3,San Diego,Hydrogen,22
2023-Q3,2023,3,San Diego,PHEV,1431
2023-Q3,2023,3,San Francisco,Electric,2523
2023-Q3,2023,3,San Francisco,Hydrogen,12
2023-Q3,2023,3,San Francisco,PHEV,337
2023-Q3,2023,3,San Joaquin,Electric,1555
2023-Q3,2023,3,San Joaquin,Hydrogen,4
2023-Q3,2023,3,San Joaquin,PHEV,138
2023-Q3,2023,3,San Luis Obispo,Electric,429
2023-Q3,2023,3,San Luis Obispo,PHEV,104
2023-Q3,2023,3,San Mateo,Electric,4207
2023-Q3,2023,3,San Mateo,Hydrogen,6
2023-Q3,2023,3,San Mateo,PHEV,610
2023-Q3,2023,3,Santa Barbara,Electric,658
2023-Q3,2023,3,Santa Barbara,Hydrogen,3
2023-Q3,2023,3,Santa Barbara,PHEV,154
2023-Q3,2023,3,Santa Clara,Electric,9352
2023-Q3,2023,3,Santa Clara,Hydrogen,94
2023-Q3,2023,3,Santa Clara,PHEV,841
2023-Q3,2023,3,Santa Cruz,Electric,484
2023-Q3,2023,3,Santa Cruz,Hydrogen,1
2023-Q3,2023,3,Santa Cruz,PHEV,85
2023-Q3,2023,3,Shasta,Electric,104
2023-Q3,2023,3,Shasta,PHEV,32
2023-Q3,2023,3,Sierra,Electric,1
2023-Q3,2023,3,Siskiyou,Electric,9
2023-Q3,2023,3,Siskiyou,PHEV,6
2023-Q3,2023,3,Solano,Electric,794
2023-Q3,2023,3,Solano,Hydrogen,3
2023-Q3,2023,3,Solano,PHEV,88
2023-Q3,2023,3,Sonoma,Electric,853
2023-Q3,2023,3,Sonoma,Hydrogen,1
2023-Q3,2023,3,Sonoma,PHEV,160
2023-Q3,2023,3,Stanislaus,Electric,524
2023-Q3,2023,3,Stanislaus,Hydrogen,2
2023-Q3,2023,3,Stanislaus,PHEV,93
2023-Q3,2023,3,Sutter,Electric,73
2023-Q3,2023,3,Sutter,PHEV,14
2023-Q3,2023,3,Tehama,Electric,35
2023-Q3,2023,3,Tehama,PHEV,6
2023-Q3,2023,3,Trinity,Electric,3
2023-Q3,2023,3,Trinity,PHEV,3
2023-Q3,2023,3,Tulare,Electric,250
2023-Q3,2023,3,Tulare,PHEV,60
2023-Q3,2023,3,Tuolumne,Electric,32
